sep=,
"ID","Title","Expected Result","Preconditions","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)"
"C11392","Transfer can be performed from USD to BTC","Once the user selects Source Currency / Source Ammount / Dest Currency the call can be performed response Body should look like 




{
    &quot;transfer&quot;: {
        &quot;id&quot;: &quot;PREVIEW&quot;,
        &quot;status&quot;: &quot;PREVIEW&quot;,
        &quot;failureReason&quot;: null,
        &quot;language&quot;: &quot;en&quot;,
        &quot;createdAt&quot;: 1657216635218,
        &quot;updatedAt&quot;: null,
        &quot;completedAt&quot;: null,
        &quot;depositInitiatedAt&quot;: null,
        &quot;cancelledAt&quot;: null,
        &quot;expiresAt&quot;: 1657217535218,
        &quot;owner&quot;: &quot;account:AC_WAGMN4MDVJ8&quot;,
        &quot;source&quot;: &quot;account:AC_WAGMN4MDVJ8&quot;,
        &quot;dest&quot;: null,
        &quot;sourceCurrency&quot;: &quot;EUR&quot;,
        &quot;sourceAmount&quot;: 200.00,
        &quot;destCurrency&quot;: &quot;USD&quot;,
        &quot;destAmount&quot;: &quot;163.48&quot;,
        &quot;atMinFee&quot;: false,
        &quot;exchangeRate&quot;: 0.823553719008264516645567709929,
        &quot;desc&quot;: null,
        &quot;message&quot;: &quot;Sending the user payment method&quot;,
        &quot;totalFees&quot;: 1.49,
        &quot;equivalencies&quot;: {
            &quot;CHF&quot;: 178.19,
            &quot;MATIC&quot;: 0.327615230460921844,
            &quot;MXN&quot;: 3105.63,
            &quot;CLP&quot;: 0.21,
            &quot;PAX&quot;: 163.480000000000000000,
            &quot;USDT&quot;: 0.327615,
            &quot;ZAR&quot;: 10.63,
            &quot;USDS&quot;: 163.480000,
            &quot;EDI&quot;: 0.327615230460921844,
            &quot;VND&quot;: 81.75,
            &quot;MUSDC&quot;: 163.480000,
            &quot;LETH&quot;: 0.327615230460921844,
            &quot;AUD&quot;: 224.30,
            &quot;COMP&quot;: 0.327615230460921844,
            &quot;ILS&quot;: 50.68,
            &quot;OPUL&quot;: 0.327615230460921844,
            &quot;GUSD&quot;: 163.48,
            &quot;HKD&quot;: 1283.19,
            &quot;SYF&quot;: 0.327615230460921844,
            &quot;EGBTC&quot;: 0.327615230460921844,
            &quot;EUR&quot;: 197.81,
            &quot;DKK&quot;: 26.16,
            &quot;CAD&quot;: 33.86,
            &quot;MYR&quot;: 39.24,
            &quot;NOK&quot;: 17.98,
            &quot;AVAXC&quot;: 0.327615230460921844,
            &quot;BTC&quot;: 0.02349341,
            &quot;AVAX&quot;: 0.327615230460921844,
            &quot;CZK&quot;: 7.52,
            &quot;SEK&quot;: 17.98,
            &quot;PDAI&quot;: 0.327615230460921844,
            &quot;USDC&quot;: 0.327615,
            &quot;GYEN&quot;: 3.269273,
            &quot;HUSD&quot;: 163.48000000,
            &quot;LUSDC&quot;: 163.480000,
            &quot;FUSD&quot;: 163.48000000,
            &quot;ARS&quot;: 1.63,
            &quot;EFLUX&quot;: 0.32761523,
            &quot;LBTC&quot;: 0.003017,
            &quot;AVAXCUSDC&quot;: 163.480000,
            &quot;SUSDC&quot;: 0.327615,
            &quot;INR&quot;: 2.13,
            &quot;ALGO&quot;: 0.327615230460921844,
            &quot;THB&quot;: 4.90,
            &quot;CNY&quot;: 1116.90,
            &quot;KRW&quot;: 0,
            &quot;AAVE&quot;: 0.327615230460921844,
            &quot;JPY&quot;: 16348,
            &quot;PLN&quot;: 42.50,
            &quot;GBP&quot;: 125.46,
            &quot;AUSDT&quot;: 163.480000,
            &quot;XLM&quot;: 0.327615230460921844,
            &quot;PHP&quot;: 3.27,
            &quot;LINK&quot;: 0.327615230460921844,
            &quot;ISK&quot;: 1.28,
            &quot;COP&quot;: 0.04,
            &quot;AUSDC&quot;: 163.480000,
            &quot;ZUSD&quot;: 163.480000,
            &quot;USD&quot;: 163.48,
            &quot;WETH&quot;: 0.327615230460921844,
            &quot;DAI&quot;: 0.327615230460921844,
            &quot;EBTCQ&quot;: 0.327615230460921844,
            &quot;SGD&quot;: 119.34,
            &quot;BAT&quot;: 0.327615230460921844,
            &quot;ETH&quot;: 0.327615230460921844,
            &quot;NZD&quot;: 111.17,
            &quot;BUSD&quot;: 0.327615230460921844,
            &quot;RAI&quot;: 163.480000000000000000,
            &quot;BRL&quot;: 671.54
        },
        &quot;feeEquivalencies&quot;: {
            &quot;MATIC&quot;: 0.794454836490480376,
            &quot;FUSD&quot;: 1.23140496,
            &quot;MXN&quot;: 33.11,
            &quot;EFLUX&quot;: 0.00297405,
            &quot;PAX&quot;: 1.231404958677685987,
            &quot;AVAXCUSDC&quot;: 1.231405,
            &quot;USDT&quot;: 1.234046,
            &quot;SUSDC&quot;: 1.231405,
            &quot;USDS&quot;: 1.231405,
            &quot;EDI&quot;: 1.231404958677685987,
            &quot;ALGO&quot;: 0.002974051896207585,
            &quot;MUSDC&quot;: 1.231405,
            &quot;LETH&quot;: 0.004317311581504757,
            &quot;CNY&quot;: 11.91,
            &quot;AUD&quot;: 2.39,
            &quot;COMP&quot;: 0.002974051896207585,
            &quot;AAVE&quot;: 0.002974051896207585,
            &quot;GBP&quot;: 1.34,
            &quot;AUSDT&quot;: 1.231405,
            &quot;XLM&quot;: 2.137855923067641473,
            &quot;LINK&quot;: 33.744468817002147212,
            &quot;OPUL&quot;: 0.427570232428795032,
            &quot;GUSD&quot;: 1.23,
            &quot;HKD&quot;: 13.68,
            &quot;SYF&quot;: 1.231404958677685987,
            &quot;EGBTC&quot;: 1.231404958677685987,
            &quot;EUR&quot;: 1.49,
            &quot;AUSDC&quot;: 1.231405,
            &quot;ZUSD&quot;: 1.231405,
            &quot;USD&quot;: 1.23,
            &quot;WETH&quot;: 0.004317311581504757,
            &quot;AVAXC&quot;: 0.002457894129097177,
            &quot;DAI&quot;: 1.229069778141889596,
            &quot;EBTCQ&quot;: 1.231404958677685987,
            &quot;BTC&quot;: 0.00297405,
            &quot;AVAX&quot;: 0.002974051896207585,
            &quot;BAT&quot;: 0.002974051896207585,
            &quot;ETH&quot;: 0.006100714865047059,
            &quot;PDAI&quot;: 1.229069778141889596,
            &quot;USDC&quot;: 1.231405,
            &quot;GYEN&quot;: 0.024626,
            &quot;BUSD&quot;: 1.231404958677685987,
            &quot;RAI&quot;: 1.231404958677685987,
            &quot;HUSD&quot;: 1.23140496,
            &quot;BRL&quot;: 7.16,
            &quot;LUSDC&quot;: 1.231405
        },
        &quot;fees&quot;: {
            &quot;EUR&quot;: 1.49,
            &quot;USD&quot;: 0.00
        },
        &quot;authorizingIp&quot;: &quot;201.203.27.45&quot;,
        &quot;paymentUrl&quot;: null,
        &quot;exchangeOrderId&quot;: null,
        &quot;inExchangeId&quot;: null,
        &quot;chargeId&quot;: null,
        &quot;depositId&quot;: null,
        &quot;sourceTxId&quot;: null,
        &quot;destTxId&quot;: null,
        &quot;customId&quot;: null,
        &quot;buy&quot;: false,
        &quot;instantBuy&quot;: false,
        &quot;sell&quot;: false,
        &quot;exchange&quot;: true,
        &quot;send&quot;: false,
        &quot;deposit&quot;: false,
        &quot;withdrawal&quot;: false,
        &quot;reversingSubStatus&quot;: null,
        &quot;reversalReason&quot;: null,
        &quot;retrievalUrl&quot;: null,
        &quot;destNickname&quot;: null,
        &quot;pendingSubStatus&quot;: null,
        &quot;destName&quot;: null,
        &quot;sourceName&quot;: &quot;Primary Account&quot;,
        &quot;estimatedArrival&quot;: 1657389435262,
        &quot;blockchainTx&quot;: null,
        &quot;statusHistories&quot;: [],
        &quot;documents&quot;: [],
        &quot;pusherChannel&quot;: &quot;604ffbe19d2043260002c1044eceb77c&quot;,
        &quot;depositInfo&quot;: null,
        &quot;chargeInfo&quot;: null
    },
    &quot;aggregateSmartScriptInvocation&quot;: null,
    &quot;pusherChannel&quot;: &quot;604ffbe19d2043260002c1044eceb77c&quot;,
    &quot;exchangeRate&quot;: 0.823553719008264516645567709929,
    &quot;destCurrency&quot;: &quot;USD&quot;,
    &quot;sourceAmount&quot;: 200.00,
    &quot;sourceCurrency&quot;: &quot;EUR&quot;,
    &quot;destAmount&quot;: 163.48,
    &quot;createdAt&quot;: 1657216635218,
    &quot;dest&quot;: null,
    &quot;fees&quot;: {
        &quot;EUR&quot;: 1.49,
        &quot;USD&quot;: 0.00
    },
    &quot;totalFees&quot;: 1.49,
    &quot;customId&quot;: null,
    &quot;completedAt&quot;: null,
    &quot;cancelledAt&quot;: null,
    &quot;failureReason&quot;: null,
    &quot;blockchainTx&quot;: null,
    &quot;expiresAt&quot;: 1657217535218,
    &quot;updatedAt&quot;: null,
    &quot;estimatedArrival&quot;: 1657389435262,
    &quot;reversingSubStatus&quot;: null,
    &quot;reversalReason&quot;: null,
    &quot;pendingSubStatus&quot;: null,
    &quot;statusHistories&quot;: [],
    &quot;message&quot;: &quot;Sending the user payment method&quot;,
    &quot;id&quot;: &quot;PREVIEW&quot;,
    &quot;owner&quot;: &quot;account:AC_WAGMN4MDVJ8&quot;,
    &quot;source&quot;: &quot;account:AC_WAGMN4MDVJ8&quot;,
    &quot;status&quot;: &quot;PREVIEW&quot;
}","1- User has to Download Postman

2- The user has to create an Account for Admin and NewDashboard

3- Configure Wallets

4- Add funds to the account

5- Perform a Login using&nbsp;https://admin.qawyre.com/ajax/core/v2/sessions/auth
&nbsp;&nbsp; with body as: {&quot;password&quot;:&quot;Password&quot;,&quot;email&quot;:&quot;Email&quot;,&quot;token&quot;:&quot;7cc5acc81aa6e2807923b89ac25e90a8&quot;}

6- From Response extract the session Id as: &quot;sessionId&quot;: &quot;38FEPFMAWT34DGCYEDVD9DN43J6ZENUG49DZWUFLQAE9D&quot;

7- Go to the Request for transfers and perform the Action

8- From request, Login Use the Session-Id and Account&nbsp;
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;
           &quot;authenticatedAs&quot;: &quot;account:AC_xxxxxxxx&quot;,

           &quot;sessionId&quot;: &quot;Bx2X23RJGx2HND2YRNJBLFUUZTL3x7J9JYAQPCEAYT4B26x9VY&quot;","","1- Choose USD - BTC pair and perform the transfer

2- After performing the transfer use the most commons crypto and perform different combinations as 

3- The source Account must be the from the account that ismaking the request 

4- The Payment method is related to the Account from Admin Panel that is making the request 

POST https://api.devwyre.com/v3/transfersAuthorization Bearer Token (account Secret Key){
     ""source"":""account:AC_QFY3BRDPW9E"", 
     ""sourceCurrency"":""USD"",
     ""sourceAmount"":100,
     ""dest"":""account:AC_uid OR wallet:WA_uid"",
     ""destCurrency"":""BTC"",
     ""message"": ""USD to BTC test"",
     ""autoConfirm"":true
}","","","","",""
"C11393","Transfer can be performed from USD to ETH","Once the user selects Source Currency / Source Ammount / Dest Currency the call can be performed response Body should look like 




{
    &quot;transfer&quot;: {
        &quot;id&quot;: &quot;PREVIEW&quot;,
        &quot;status&quot;: &quot;PREVIEW&quot;,
        &quot;failureReason&quot;: null,
        &quot;language&quot;: &quot;en&quot;,
        &quot;createdAt&quot;: 1657216635218,
        &quot;updatedAt&quot;: null,
        &quot;completedAt&quot;: null,
        &quot;depositInitiatedAt&quot;: null,
        &quot;cancelledAt&quot;: null,
        &quot;expiresAt&quot;: 1657217535218,
        &quot;owner&quot;: &quot;account:AC_WAGMN4MDVJ8&quot;,
        &quot;source&quot;: &quot;account:AC_WAGMN4MDVJ8&quot;,
        &quot;dest&quot;: null,
        &quot;sourceCurrency&quot;: &quot;EUR&quot;,
        &quot;sourceAmount&quot;: 200.00,
        &quot;destCurrency&quot;: &quot;USD&quot;,
        &quot;destAmount&quot;: &quot;163.48&quot;,
        &quot;atMinFee&quot;: false,
        &quot;exchangeRate&quot;: 0.823553719008264516645567709929,
        &quot;desc&quot;: null,
        &quot;message&quot;: &quot;Sending the user payment method&quot;,
        &quot;totalFees&quot;: 1.49,
        &quot;equivalencies&quot;: {
            &quot;CHF&quot;: 178.19,
            &quot;MATIC&quot;: 0.327615230460921844,
            &quot;MXN&quot;: 3105.63,
            &quot;CLP&quot;: 0.21,
            &quot;PAX&quot;: 163.480000000000000000,
            &quot;USDT&quot;: 0.327615,
            &quot;ZAR&quot;: 10.63,
            &quot;USDS&quot;: 163.480000,
            &quot;EDI&quot;: 0.327615230460921844,
            &quot;VND&quot;: 81.75,
            &quot;MUSDC&quot;: 163.480000,
            &quot;LETH&quot;: 0.327615230460921844,
            &quot;AUD&quot;: 224.30,
            &quot;COMP&quot;: 0.327615230460921844,
            &quot;ILS&quot;: 50.68,
            &quot;OPUL&quot;: 0.327615230460921844,
            &quot;GUSD&quot;: 163.48,
            &quot;HKD&quot;: 1283.19,
            &quot;SYF&quot;: 0.327615230460921844,
            &quot;EGBTC&quot;: 0.327615230460921844,
            &quot;EUR&quot;: 197.81,
            &quot;DKK&quot;: 26.16,
            &quot;CAD&quot;: 33.86,
            &quot;MYR&quot;: 39.24,
            &quot;NOK&quot;: 17.98,
            &quot;AVAXC&quot;: 0.327615230460921844,
            &quot;BTC&quot;: 0.02349341,
            &quot;AVAX&quot;: 0.327615230460921844,
            &quot;CZK&quot;: 7.52,
            &quot;SEK&quot;: 17.98,
            &quot;PDAI&quot;: 0.327615230460921844,
            &quot;USDC&quot;: 0.327615,
            &quot;GYEN&quot;: 3.269273,
            &quot;HUSD&quot;: 163.48000000,
            &quot;LUSDC&quot;: 163.480000,
            &quot;FUSD&quot;: 163.48000000,
            &quot;ARS&quot;: 1.63,
            &quot;EFLUX&quot;: 0.32761523,
            &quot;LBTC&quot;: 0.003017,
            &quot;AVAXCUSDC&quot;: 163.480000,
            &quot;SUSDC&quot;: 0.327615,
            &quot;INR&quot;: 2.13,
            &quot;ALGO&quot;: 0.327615230460921844,
            &quot;THB&quot;: 4.90,
            &quot;CNY&quot;: 1116.90,
            &quot;KRW&quot;: 0,
            &quot;AAVE&quot;: 0.327615230460921844,
            &quot;JPY&quot;: 16348,
            &quot;PLN&quot;: 42.50,
            &quot;GBP&quot;: 125.46,
            &quot;AUSDT&quot;: 163.480000,
            &quot;XLM&quot;: 0.327615230460921844,
            &quot;PHP&quot;: 3.27,
            &quot;LINK&quot;: 0.327615230460921844,
            &quot;ISK&quot;: 1.28,
            &quot;COP&quot;: 0.04,
            &quot;AUSDC&quot;: 163.480000,
            &quot;ZUSD&quot;: 163.480000,
            &quot;USD&quot;: 163.48,
            &quot;WETH&quot;: 0.327615230460921844,
            &quot;DAI&quot;: 0.327615230460921844,
            &quot;EBTCQ&quot;: 0.327615230460921844,
            &quot;SGD&quot;: 119.34,
            &quot;BAT&quot;: 0.327615230460921844,
            &quot;ETH&quot;: 0.327615230460921844,
            &quot;NZD&quot;: 111.17,
            &quot;BUSD&quot;: 0.327615230460921844,
            &quot;RAI&quot;: 163.480000000000000000,
            &quot;BRL&quot;: 671.54
        },
        &quot;feeEquivalencies&quot;: {
            &quot;MATIC&quot;: 0.794454836490480376,
            &quot;FUSD&quot;: 1.23140496,
            &quot;MXN&quot;: 33.11,
            &quot;EFLUX&quot;: 0.00297405,
            &quot;PAX&quot;: 1.231404958677685987,
            &quot;AVAXCUSDC&quot;: 1.231405,
            &quot;USDT&quot;: 1.234046,
            &quot;SUSDC&quot;: 1.231405,
            &quot;USDS&quot;: 1.231405,
            &quot;EDI&quot;: 1.231404958677685987,
            &quot;ALGO&quot;: 0.002974051896207585,
            &quot;MUSDC&quot;: 1.231405,
            &quot;LETH&quot;: 0.004317311581504757,
            &quot;CNY&quot;: 11.91,
            &quot;AUD&quot;: 2.39,
            &quot;COMP&quot;: 0.002974051896207585,
            &quot;AAVE&quot;: 0.002974051896207585,
            &quot;GBP&quot;: 1.34,
            &quot;AUSDT&quot;: 1.231405,
            &quot;XLM&quot;: 2.137855923067641473,
            &quot;LINK&quot;: 33.744468817002147212,
            &quot;OPUL&quot;: 0.427570232428795032,
            &quot;GUSD&quot;: 1.23,
            &quot;HKD&quot;: 13.68,
            &quot;SYF&quot;: 1.231404958677685987,
            &quot;EGBTC&quot;: 1.231404958677685987,
            &quot;EUR&quot;: 1.49,
            &quot;AUSDC&quot;: 1.231405,
            &quot;ZUSD&quot;: 1.231405,
            &quot;USD&quot;: 1.23,
            &quot;WETH&quot;: 0.004317311581504757,
            &quot;AVAXC&quot;: 0.002457894129097177,
            &quot;DAI&quot;: 1.229069778141889596,
            &quot;EBTCQ&quot;: 1.231404958677685987,
            &quot;BTC&quot;: 0.00297405,
            &quot;AVAX&quot;: 0.002974051896207585,
            &quot;BAT&quot;: 0.002974051896207585,
            &quot;ETH&quot;: 0.006100714865047059,
            &quot;PDAI&quot;: 1.229069778141889596,
            &quot;USDC&quot;: 1.231405,
            &quot;GYEN&quot;: 0.024626,
            &quot;BUSD&quot;: 1.231404958677685987,
            &quot;RAI&quot;: 1.231404958677685987,
            &quot;HUSD&quot;: 1.23140496,
            &quot;BRL&quot;: 7.16,
            &quot;LUSDC&quot;: 1.231405
        },
        &quot;fees&quot;: {
            &quot;EUR&quot;: 1.49,
            &quot;USD&quot;: 0.00
        },
        &quot;authorizingIp&quot;: &quot;201.203.27.45&quot;,
        &quot;paymentUrl&quot;: null,
        &quot;exchangeOrderId&quot;: null,
        &quot;inExchangeId&quot;: null,
        &quot;chargeId&quot;: null,
        &quot;depositId&quot;: null,
        &quot;sourceTxId&quot;: null,
        &quot;destTxId&quot;: null,
        &quot;customId&quot;: null,
        &quot;buy&quot;: false,
        &quot;instantBuy&quot;: false,
        &quot;sell&quot;: false,
        &quot;exchange&quot;: true,
        &quot;send&quot;: false,
        &quot;deposit&quot;: false,
        &quot;withdrawal&quot;: false,
        &quot;reversingSubStatus&quot;: null,
        &quot;reversalReason&quot;: null,
        &quot;retrievalUrl&quot;: null,
        &quot;destNickname&quot;: null,
        &quot;pendingSubStatus&quot;: null,
        &quot;destName&quot;: null,
        &quot;sourceName&quot;: &quot;Primary Account&quot;,
        &quot;estimatedArrival&quot;: 1657389435262,
        &quot;blockchainTx&quot;: null,
        &quot;statusHistories&quot;: [],
        &quot;documents&quot;: [],
        &quot;pusherChannel&quot;: &quot;604ffbe19d2043260002c1044eceb77c&quot;,
        &quot;depositInfo&quot;: null,
        &quot;chargeInfo&quot;: null
    },
    &quot;aggregateSmartScriptInvocation&quot;: null,
    &quot;pusherChannel&quot;: &quot;604ffbe19d2043260002c1044eceb77c&quot;,
    &quot;exchangeRate&quot;: 0.823553719008264516645567709929,
    &quot;destCurrency&quot;: &quot;USD&quot;,
    &quot;sourceAmount&quot;: 200.00,
    &quot;sourceCurrency&quot;: &quot;EUR&quot;,
    &quot;destAmount&quot;: 163.48,
    &quot;createdAt&quot;: 1657216635218,
    &quot;dest&quot;: null,
    &quot;fees&quot;: {
        &quot;EUR&quot;: 1.49,
        &quot;USD&quot;: 0.00
    },
    &quot;totalFees&quot;: 1.49,
    &quot;customId&quot;: null,
    &quot;completedAt&quot;: null,
    &quot;cancelledAt&quot;: null,
    &quot;failureReason&quot;: null,
    &quot;blockchainTx&quot;: null,
    &quot;expiresAt&quot;: 1657217535218,
    &quot;updatedAt&quot;: null,
    &quot;estimatedArrival&quot;: 1657389435262,
    &quot;reversingSubStatus&quot;: null,
    &quot;reversalReason&quot;: null,
    &quot;pendingSubStatus&quot;: null,
    &quot;statusHistories&quot;: [],
    &quot;message&quot;: &quot;Sending the user payment method&quot;,
    &quot;id&quot;: &quot;PREVIEW&quot;,
    &quot;owner&quot;: &quot;account:AC_WAGMN4MDVJ8&quot;,
    &quot;source&quot;: &quot;account:AC_WAGMN4MDVJ8&quot;,
    &quot;status&quot;: &quot;PREVIEW&quot;
}","1- User has to Download Postman

2- The user has to create an Account for Admin and NewDashboard

3- Configure Wallets

4- Add funds to the account

5- Perform a Login using https://admin.qawyre.com/ajax/core/v2/sessions/auth
   with body as: {""password"":""Password"",""email"":""Email"",""token"":""7cc5acc81aa6e2807923b89ac25e90a8""}

6- From Response extract the session Id as: ""sessionId"": ""38FEPFMAWT34DGCYEDVD9DN43J6ZENUG49DZWUFLQAE9D""

7- Go to the Request for transfers and perform the Action

8- From request, Login Use the Session-Id and Account 
           
           ""authenticatedAs"": ""account:AC_xxxxxxxx"",

           ""sessionId"": ""Bx2X23RJGx2HND2YRNJBLFUUZTL3x7J9JYAQPCEAYT4B26x9VY""","","1-Choose for example USD - ETH pair and perform the transfer

2- After performing the transfer use the most common crypto and perform different combinations as 

3- The source Account must be the from the account that is making the request 

4- The Payment method is related to the Account from Admin Panel that is making the request 

POST https://api.devwyre.com/v3/transfersAuthorization Bearer Token (account Secret Key){
     ""source"":""account:AC_QFY3BRDPW9E"", 
     ""sourceCurrency"":""USD"",
     ""sourceAmount"":100,
     ""dest"":""account:AC_uid OR wallet:WA_uid"",
     ""destCurrency"":""ETH"",
     ""message"": ""USD to ETH test"",
     ""autoConfirm"":true
}","","","","",""
